url,date,prob,period
https://datalab.kb.se/dark-5226546#2-16-ARTICLE3956593-ZONE82772960,2003-11-17,5.1071437910205794e-08,2000
https://datalab.kb.se/dark-6522377#4-19-ARTICLE5313367-ZONE109266487,2003-07-22,5.901605018205566e-08,2000
https://datalab.kb.se/dark-5226546#2-16-ARTICLE3956593-ZONE82772960,2003-11-17,5.1071437910205794e-08,2000
https://datalab.kb.se/dark-5231720#4-7-ARTICLE4226396-ZONE88762836,2004-10-10,1.6342860131265853e-07,2000
https://datalab.kb.se/dark-13242024#2-22-ARTICLE89270001-ZONE1392882639,2005-05-28,1.875962134079516e-07,2005
https://datalab.kb.se/dark-5912539#1-9-ARTICLE40418215-ZONE590554265,2006-11-01,6.37283642203472e-08,2005
https://datalab.kb.se/dark-6481431#2-6-ARTICLE4443729-ZONE93145230,2005-04-01,1.1360589660045715e-07,2005
https://datalab.kb.se/dark-6522377#4-19-ARTICLE5313367-ZONE109266487,2008-05-31,5.901605018205566e-08,2005
https://datalab.kb.se/dark-6745373#1-7-ARTICLE6664535-ZONE134358900,2012-02-06,3.4550191062556576e-07,2010
https://datalab.kb.se/dark-6745373#1-7-ARTICLE6664535-ZONE134358900,2012-02-06,3.4550191062556576e-07,2010
https://datalab.kb.se/dark-6689425#4-2-ARTICLE6291111-ZONE127931331,2010-11-25,1.7275095531278287e-06,2010
https://datalab.kb.se/dark-6745373#1-7-ARTICLE6664535-ZONE134358900,2012-02-06,3.4550191062556576e-07,2010
https://datalab.kb.se/dark-6206077#5-7-ARTICLE43261002-ZONE638399921,2016-09-30,1.4161858715632708e-07,2015
https://datalab.kb.se/dark-5912539#1-9-ARTICLE40418215-ZONE590554265,2016-07-20,6.37283642203472e-08,2015
https://datalab.kb.se/dark-8183694#2-1-ARTICLE57524882-ZONE870738953,2017-09-01,1.2745672844069437e-07,2015
https://datalab.kb.se/dark-12541799#3-28-ARTICLE85658170-ZONE1330544635,2019-10-11,6.37283642203472e-08,2015
https://datalab.kb.se/dark-16882062#2-2-ARTICLE102351673-ZONE1630518417,2021-07-03,2.2511545608954194e-07,2020
https://datalab.kb.se/dark-13242024#2-22-ARTICLE89270001-ZONE1392882639,2020-02-28,1.875962134079516e-07,2020
https://datalab.kb.se/dark-13242024#2-22-ARTICLE89270001-ZONE1392882639,2020-02-28,1.875962134079516e-07,2020
https://datalab.kb.se/dark-15070391#1-15-ARTICLE97094242-ZONE1533498434,2020-11-17,1.969760240783492e-07,2020
